da9f59d6-5330-4f1d-a859-41a2318ef689	98622afe-6b3a-4d3e-be41-8cd2e518b415	2025-07-08	2930	P003	20.0	2347.35	17.0	23.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2930	\N	{"fc": 350, "valor_edad": 1, "unidad_edad": "DÍA"}	f	SYNCED	\N	2025-07-08 05:50:00+00	America/Mexico_City	05:50:00
1b906847-880d-4c3e-9901-1bbec7d9d76c	66e9f254-e3df-4f23-8e2d-fc3e08981635	2025-07-08	2933	P003	79.0	2417.63	35.0	29.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2933	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-08 14:00:00+00	America/Mexico_City	14:00:00
3a07beb0-78ed-4595-b346-00a9c0b9489e	c4ef00dc-59b3-4d69-b229-9f2fe1881750	2025-07-08	2941	P003	77.0	2439.72	35.0	31.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2941	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-08 16:00:00+00	America/Mexico_City	16:00:00
9e04f8fa-d7db-4d27-873b-a81bdee88ca4	5d3f34ca-d0dd-47ba-8536-8b5c86b5622d	2025-07-08	2945	P003	75.0	2399.56	27.0	29.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2945	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-08 19:05:00+00	America/Mexico_City	19:05:00
09a27d00-815a-486a-aec7-038b162f93b1	b121c079-8804-4d08-8cfb-bab43b0c5cdd	2025-07-08	2949	P003	75.0	2399.56	25.0	32.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2949	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-08 22:00:00+00	America/Mexico_City	22:00:00
f1642f47-397d-4a70-9f8a-8dfa698dc995	818bcd62-aac9-4322-9e4a-b911555e3f11	2025-07-08	2954	P003	76.0	2393.53	23.0	31.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2954	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-08 23:00:00+00	America/Mexico_City	23:00:00
2f52f534-4658-4ac5-b80f-a107cfb29b9d	f3f5b109-fe6c-498b-b190-2abae3986528	2025-07-09	2960	P003	75.0	2427.67	27.0	30.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2960	\N	{"fc": 350, "valor_edad": 18, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-09 19:15:00+00	America/Mexico_City	19:15:00
46c4322c-9044-4cf3-9825-dcd41f39870f	\N	2025-08-14	2	P003	75.0	2409.60	31.0	34.1	d6ffabc8-3d24-49a9-a508-e80ab7039f3e	2025-08-20 00:03:09.816294+00	2025-08-20 00:03:09.816294+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	\N	\N	\N	f	SYNCED	\N	2025-08-14 13:31:00+00	America/Tijuana	\N
ce0e2ddb-0e4b-407f-bf56-39c046904184	43eaf0f1-f7b8-46ac-a5b2-0880a8413755	2025-07-09	2962	P003	76.0	2409.60	26.0	33.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2962	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-09 20:00:00+00	America/Mexico_City	20:00:00
9bba2c12-b7ab-46bf-82ec-f1a797d802a6	f5f1cfcb-934c-4154-8c4f-ecdf4bc1f9e6	2025-07-10	2966	P003	20.0	2341.32	19.0	20.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2966	\N	{"fc": 350, "valor_edad": 1, "unidad_edad": "DÍA"}	f	SYNCED	\N	2025-07-10 06:00:00+00	America/Mexico_City	06:00:00
053640f6-8b64-4de3-938f-e3b08f8c933c	7b905764-fc33-4231-bbe6-405c19f0148d	2025-07-10	2970	P003	75.0	2399.56	25.0	29.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2970	\N	{"fc": 350, "valor_edad": 18, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-10 18:10:00+00	America/Mexico_City	18:10:00
73251839-13a1-4905-b886-d93ef277b44a	6e09c77e-bafd-445b-9109-14d8584e1402	2025-07-10	2972	P003	75.0	2409.60	24.0	31.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2972	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-10 18:56:00+00	America/Mexico_City	18:56:00
471f219c-5373-405b-a956-5324a1dcac41	b2554c0d-6048-4f5d-82c3-8aa52aa729b3	2025-07-11	2976	P003	21.0	2389.52	27.0	25.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2976	\N	{"fc": 350, "valor_edad": 24, "unidad_edad": "DÍA"}	f	SYNCED	\N	2025-07-11 06:00:00+00	America/Mexico_City	06:00:00
0228938d-6fa1-4ba5-a76a-a582cf1c0a92	59e32ba1-f82a-40f1-8478-3b5293f4492d	2025-07-11	2981	P003	77.0	2403.57	35.0	32.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2981	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	Hora inválida en CSV original: 2981	2025-07-11 00:00:00+00	America/Mexico_City	00:00:00
2bd52338-3471-427e-b940-a97f0dfa4de2	c48ab98e-d638-4646-b278-7256050e5b04	2025-07-11	2985	P003	76.0	2399.56	34.0	32.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2985	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-11 16:38:00+00	America/Mexico_City	16:38:00
085adff9-1835-4707-aef1-43f3710a6c34	7674a438-6391-44d2-a647-7f78ffd57ed5	2025-07-11	2989	P003	75.0	2419.64	29.0	32.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2989	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-11 17:22:00+00	America/Mexico_City	17:22:00
a2c06df8-9da8-4128-936f-0d5308bde04d	3128c007-e7c1-4592-8010-63a6266f1483	2025-07-11	2997	P003	74.0	2401.56	26.0	31.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2997	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-11 22:13:00+00	America/Mexico_City	22:13:00
fa11cd5f-52b0-4225-b924-78b094d13299	365d69b1-7278-4405-a85c-f98d2803325f	2025-07-12	3002	P003	75.0	2409.60	36.0	33.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3002	\N	{"fc": 350, "valor_edad": 18, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-12 12:11:00+00	America/Mexico_City	12:11:00
dd9463c5-85b5-41a6-803e-20becfd3fb94	e333cc8c-25ab-4701-b08b-17c16a77dc58	2025-07-12	3006	P003	74.0	2419.64	38.0	34.2	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3006	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-12 15:47:00+00	America/Mexico_City	15:47:00
0645f3bf-f80a-477c-a455-b5cf6c5bdda6	b2554c0d-6048-4f5d-82c3-8aa52aa729b3	2025-07-11	2976	P003	20.0	2389.53	25.0	27.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	2976	\N	{"fc": 350, "valor_edad": 1, "unidad_edad": "DÍA"}	f	SYNCED	\N	2025-07-11 06:00:00+00	America/Mexico_City	06:00:00
35b25764-cead-41d5-ac4d-4b63dcada600	c04d1643-1852-4c5f-9e41-be9e3ffc252e	2025-07-14	3010	P003	21.0	2987.00	25.0	28.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3010	\N	{"fc": 350, "valor_edad": 1, "unidad_edad": "DÍA"}	f	SYNCED	\N	2025-07-14 06:00:00+00	America/Mexico_City	06:00:00
1dc6484f-fb9b-4619-9a7e-da74e61fc8b8	68f5d7ea-4cbd-4e0a-92cf-5b09b1dccd09	2025-07-14	3013	P003	73.0	2991.00	37.0	34.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3013	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-14 14:00:00+00	America/Mexico_City	14:00:00
634b7ba2-79f9-4f8e-bd1c-848eae13bb69	97a85365-e79d-439c-b8a8-d9b23677c1f0	2025-07-14	3018	P003	73.0	2997.00	28.0	32.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3018	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-14 17:28:00+00	America/Mexico_City	17:28:00
2931e976-4a74-470e-8e73-1fbed2379341	6ce332c2-eae6-4bb5-898a-495201eaa049	2025-07-14	3023	P003	72.0	2421.00	24.0	29.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3023	\N	{"fc": 350, "valor_edad": 14, "unidad_edad": "HORA"}	f	SYNCED	\N	2025-07-14 20:32:00+00	America/Mexico_City	20:32:00
b69d969b-d6b1-4014-903f-2a2d85792190	d3503c63-c85f-4c6c-90bc-92fe73aef01e	2025-07-15	3026	P003	21.0	2961.00	24.0	25.0	\N	2025-08-19 01:14:19.683604+00	2025-08-19 01:29:57.368272+00	baf175a7-fcf7-4e71-b18f-e952d8802129	REMISION_LINKED	3026	\N	{"fc": 350, "valor_edad": 1, "unidad_edad": "DÍA"}	f	SYNCED	\N	2025-07-15 06:00:00+00	America/Mexico_City	06:00:00
