b6320d2f-a4cf-434b-a569-8d239b26e7b5	3438e439-bab9-4211-a602-479daec5e64e	2025-08-19	PENDIENTE	2025-08-21 16:47:58.686+00	2025-08-21 16:47:58.797404+00	ENSAYO_PROGRAMADO	2025-08-19 09:00:00+00	America/Tijuana
0dfa32e7-4c60-4d76-b711-ce17f3b965de	675d834d-c176-4c59-bd6e-dc4a72b500d8	2025-08-23	PENDIENTE	2025-08-21 16:47:58.687+00	2025-08-21 16:47:58.797404+00	ENSAYO_PROGRAMADO	2025-08-23 09:00:00+00	America/Tijuana
dd9115c8-861b-44df-b37f-8987ed55c477	6caff520-458b-4b23-979a-f166b8672bbf	2025-08-23	PENDIENTE	2025-08-21 16:47:58.687+00	2025-08-21 16:47:58.797404+00	ENSAYO_PROGRAMADO	2025-08-23 09:00:00+00	America/Tijuana
60dce60f-f255-4370-8acc-329d9d75aedf	6ea16785-6fd6-42e9-907e-6d79db85bf00	2025-08-16	PENDIENTE	2025-08-19 23:16:50.045+00	2025-08-19 23:16:49.674224+00	ENSAYO_PROGRAMADO	2025-08-16 09:00:00+00	America/Tijuana
7f160f8b-1052-44bf-980f-5f8f27d84e16	98c42c9a-5e4e-446d-a5d8-c2578bf90db6	2025-08-20	PENDIENTE	2025-08-19 23:16:50.045+00	2025-08-19 23:16:49.674224+00	ENSAYO_PROGRAMADO	2025-08-20 09:00:00+00	America/Tijuana
1a4a7b42-9ace-4dbb-9737-5f9035d6f9d0	a58d165f-1175-4114-841d-68bb9293027f	2025-09-10	PENDIENTE	2025-08-19 23:16:50.045+00	2025-08-19 23:16:49.674224+00	ENSAYO_PROGRAMADO	2025-09-10 09:00:00+00	America/Tijuana
7f38d8c9-356c-4189-aa2d-31c64f1acd12	1814fb6e-eb61-4d6d-b42c-a449712bcc32	2025-09-10	PENDIENTE	2025-08-19 23:16:50.045+00	2025-08-19 23:16:49.674224+00	ENSAYO_PROGRAMADO	2025-09-10 09:00:00+00	America/Tijuana
a020e000-036b-4469-9015-b99087846e9d	33565818-e3a4-4f44-b51b-bbcd8fc66548	2025-08-14	COMPLETADA	2025-08-20 00:03:08.766+00	2025-08-20 00:04:05.11545+00	ENSAYO_PROGRAMADO	2025-08-14 09:00:00+00	America/Tijuana
0239dd9c-6083-422e-9c4f-2e4175ef46f7	4fbf2002-2253-4949-bec4-3dea3cdcf962	2025-08-15	COMPLETADA	2025-08-20 00:03:08.768+00	2025-08-20 00:04:36.893979+00	ENSAYO_PROGRAMADO	2025-08-15 09:00:00+00	America/Tijuana
1a5a4be9-12ec-497c-a329-fbd6680ce791	2d81cc98-e4c3-414c-9f35-4f10f4b27aa9	2025-08-17	PENDIENTE	2025-08-19 23:26:44.948+00	2025-08-19 23:26:44.59508+00	ENSAYO_PROGRAMADO	2025-08-17 09:00:00+00	America/Tijuana
b6d60188-4881-4983-aaf6-d4359f4f6f35	c3411808-3d7c-4f7b-8a74-357d34faa639	2025-08-21	PENDIENTE	2025-08-19 23:26:44.948+00	2025-08-19 23:26:44.59508+00	ENSAYO_PROGRAMADO	2025-08-21 09:00:00+00	America/Tijuana
eb7f3898-7b68-4c92-9fb6-13dfca4af756	8f576e94-f7a0-4faa-b07a-1058576beb5b	2025-09-11	PENDIENTE	2025-08-19 23:26:44.948+00	2025-08-19 23:26:44.59508+00	ENSAYO_PROGRAMADO	2025-09-11 09:00:00+00	America/Tijuana
e98d9f49-701c-4a51-98b8-e63e4ec9c4f4	21ec4039-7437-4eba-bdd6-f6454e6755b5	2025-09-11	PENDIENTE	2025-08-19 23:26:44.948+00	2025-08-19 23:26:44.59508+00	ENSAYO_PROGRAMADO	2025-09-11 09:00:00+00	America/Tijuana
9235de04-aa90-4066-af59-2732a7850b95	77868730-ac1b-4a1b-a45d-434d4c0ed430	2025-08-13	COMPLETADA	2025-08-20 00:09:20.751+00	2025-08-20 00:10:08.439511+00	ENSAYO_PROGRAMADO	2025-08-13 09:00:00+00	America/Tijuana
da839f70-9017-4744-9ee9-3b0116d284d4	6634de80-2f80-4658-ad78-0442cc3e6022	2025-08-15	COMPLETADA	2025-08-20 00:09:20.752+00	2025-08-20 00:11:21.743813+00	ENSAYO_PROGRAMADO	2025-08-15 09:00:00+00	America/Tijuana
