Remisión,Estatus,Volumen,#Cliente,Cliente,Obra,Punto de entrega,Prod Comercial,Prod Tecnico,Product Description,Resistencia Diseño,Comentarios Externos,Camion,Placas,Chofer,B/NB,Fecha,Hora Carga,A1-Teórica,A1-Real,A1-$,A55-Teórica,A55-Real,A55-$,A92-Teórica,A92-Real,A92-$,ARL-Teórica,ARL-Real,ARL-$,C1-Teórica,C1-Real,C1-$,G10-Teórica,G10-Real,G10-$,G20-Teórica,G20-Real,G20-$,M12-Teórica,M12-Real,M12-$,R22-Teórica,R22-Real,R22-$,Costo Total ,Costo / m3,Costo / F'c,Cemento / m3,Ponderado F'c - M3,Ponderado F'c - Cemento,% del Volumen,Cemento / F'c
P003-002998,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
VIADUCTO 04
TNU4225_0001
EJE 12-13",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/11/25,10:10:49 PM,788.0,789.0,37.0,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,839.7","5,818.0","4,171.7","4,225.0","4,216.0","16,105.1","4,597.8","4,635.0","1,508.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,058.72","$4,316.73",$51.02,648.6,503.8,510.3242355,0.002872166,1.2
P003-002999,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
VIADUCTO 04
TNU4225_0001
EJE 12-13",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/11/25,10:22:52 PM,727.4,679.0,31.8,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,390.5","5,379.0","3,856.9","3,900.0","3,889.0","14,856.0","4,244.1","4,276.0","1,391.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,896.87","$4,316.14",$47.09,648.2,503.8,510.3242355,0.002651231,1.2
P003-003000,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
VIADUCTO 04
TNU4225_0001
EJE 12-13",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/11/25,10:35:30 PM,712.3,713.0,33.4,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,405.6","5,366.0","3,847.6","3,900.0","3,889.0","14,856.0","4,244.1","4,294.0","1,397.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$25,895.00","$4,315.83",$47.08,648.2,503.8,510.3242355,0.002651231,1.2
P003-003001,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M2
VIADUCTO TIJUANA
VIADUCTO 04
TNU4225_0001
EJE 12-13",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/11/25,10:45:56 PM,712.3,712.0,33.3,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,405.6","5,375.0","3,854.1","3,900.0","3,955.0","15,108.1","4,244.1","4,282.0","1,393.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,149.62","$4,358.27",$47.54,659.2,503.8,510.3242355,0.002651231,1.2
P003-003002,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
PRL300B_0042
EJE 18-19
PRL300B_0041
PRL300B_0040
PRL300B_0039
PRL300B_0038
PRL300B_0037
EJE 17-18
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/12/25,11:59:24 AM,640.5,641.0,30.0,41.9,42.0,"3,064.0",19.6,19.6,"1,811.8","4,716.1","4,666.0","3,345.7","2,750.0","2,758.0","10,535.6","2,314.0","2,368.0",770.8,"1,514.3","1,518.0",358.6,0.0,0.0,0.0,0.0,0.0,0.0,"$19,916.53","$3,983.31",$56.90,551.6,503.8,510.3242355,0.002209359,1.6
P003-003003,Terminado,4.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
PRL300B_0042
EJE 18-19
PRL300B_0041
PRL300B_0040
PRL300B_0039
PRL300B_0038
PRL300B_0037
EJE 17-18
",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/12/25,12:09:34 PM,585.3,586.0,27.4,39.4,39.5,"2,878.3",18.4,18.4,"1,703.1","4,449.9","4,432.0","3,177.9","2,585.0","2,587.0","9,882.3","2,175.2","2,194.0",714.1,"1,423.5","1,478.0",349.2,0.0,0.0,0.0,0.0,0.0,0.0,"$18,732.46","$3,985.63",$53.52,550.4,503.8,510.3242355,0.002076797,1.6
P003-003004,Terminado,1.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000071,10000078,C-250-1-1-01-75-D-2-DIA,250.00,"VIADUCTO 03
SEGUNDA ETAPA
CAJETINES
CAB3002_0014",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/12/25,12:26:59 PM,122.9,123.0,5.8,7.8,7.8,571.4,4.6,4.6,425.8,896.7,838.0,600.9,650.0,662.0,"2,528.8",707.4,828.0,269.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$4,402.15","$4,402.15",$17.61,662.0,503.8,510.3242355,0.000441872,2.6
P003-003005,Terminado,0.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"VIADUCTO TIJUANA
VIADUCTO 03
SEGUNDA ETAPA
BANCO SOBRE ELEVACION
CAB3002_0014",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/12/25,1:27:06 PM,76.9,77.0,3.6,4.7,4.7,342.8,2.5,2.5,235.5,527.8,650.0,466.1,390.0,393.0,"1,501.3",284.4,285.0,92.8,150.1,168.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,"$2,681.76","$4,469.60",$4.88,655.0,503.8,510.3242355,0.000265123,1.2
P003-003006,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"Viaducto 03
CAB3001_0009
EJE V03-32
F2-M2",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/12/25,3:34:18 PM,788.7,789.0,37.0,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,258.3","5,167.0","3,704.9","3,900.0","3,908.0","14,928.6","2,843.5","2,848.0",927.0,"1,501.4","1,654.0",390.8,0.0,0.0,0.0,0.0,0.0,0.0,"$25,748.53","$4,291.42",$46.82,651.3,503.8,510.3242355,0.002651231,1.2
P003-003007,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"Viaducto 03
CAB3001_0009
EJE V03-32
F2-M2",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/12/25,3:44:03 PM,788.7,789.0,37.0,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,258.3","5,226.0","3,747.2","3,900.0","3,860.0","14,745.2","2,843.5","2,872.0",934.8,"1,501.4","1,646.0",388.9,0.0,0.0,0.0,0.0,0.0,0.0,"$25,613.40","$4,268.90",$46.57,643.3,503.8,510.3242355,0.002651231,1.2
P003-003008,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"Viaducto 03
CAB3001_0009
EJE V03-32
F2-M2",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/12/25,3:54:02 PM,788.7,789.0,37.0,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,258.3","5,292.0","3,794.6","3,900.0","3,903.0","14,909.5","2,843.5","2,856.0",929.6,"1,501.4","1,645.0",388.6,0.0,0.0,0.0,0.0,0.0,0.0,"$25,819.54","$4,303.26",$46.94,650.5,503.8,510.3242355,0.002651231,1.2
P003-003009,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000102,10000112,8-550-2-1-814-E70-D-2-DIA,550.00,"Viaducto 03
CAB3001_0009
EJE V03-32
F2-M2",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/12/25,4:03:58 PM,565.3,566.0,26.5,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,768.5","3,760.0","2,696.1","2,795.0","2,796.0","10,680.7","2,037.9","2,096.0",682.2,"1,076.0","1,077.0",254.4,0.0,0.0,0.0,0.0,0.0,0.0,"$18,474.76","$4,296.46",$33.59,650.2,503.8,510.3242355,0.001900049,1.2
P003-003010,Terminado,6.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011_0020
686MTT011_0021
686MTT011_0046
686MTT012_0008
686MTT014A_0002
686MTT017_0023
686MTT017_0024
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/14/25,5:47:23 AM,"1,274.2","1,275.0",59.7,0.0,0.0,0.0,9.1,9.1,842.5,"4,257.2","4,206.0","3,015.9","3,630.0","3,605.0","13,771.1",0.0,0.0,0.0,"6,632.4","6,589.0","1,556.7",0.0,0.0,0.0,21.8,0.0,0.0,"$19,245.83","$2,916.03",$54.99,546.2,503.8,510.3242355,0.002916354,1.6
P003-003011,Terminado,3.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011_0020
686MTT011_0021
686MTT011_0046
686MTT012_0008
686MTT014A_0002
686MTT017_0023
686MTT017_0024
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/14/25,7:28:09 AM,637.1,638.0,29.9,0.0,0.0,0.0,4.6,4.6,425.8,"2,128.6","2,174.0","1,558.8","1,815.0","1,813.0","6,925.7",0.0,0.0,0.0,"3,316.2","3,293.0",778.0,0.0,0.0,0.0,10.9,0.0,0.0,"$9,718.13","$2,944.89",$27.77,549.4,503.8,510.3242355,0.001458177,1.6
P003-003012,Terminado,5.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011_0020
686MTT011_0021
686MTT011_0046
686MTT012_0008
686MTT014A_0002
686MTT017_0023
686MTT017_0024
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/14/25,11:07:27 AM,"1,081.1","1,082.0",50.7,0.0,0.0,0.0,7.7,7.7,715.7,"3,612.2","3,578.0","2,565.6","3,080.0","3,084.0","11,780.9",0.0,0.0,0.0,"5,627.5","5,634.0","1,331.0",0.0,0.0,0.0,18.5,0.0,0.0,"$16,443.82","$2,936.40",$46.98,550.7,503.8,510.3242355,0.002474482,1.6
P003-003017,Terminado,6.20,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"LPR-06
NAVE ALAMAR
686MTT011_0020
686MTT011_0021
686MTT011_0046
686MTT012_0008
686MTT014A_0002
686MTT017_0023
686MTT017_0024
",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/14/25,2:38:04 PM,"1,236.2","1,237.0",57.9,0.0,0.0,0.0,8.5,8.6,797.2,"3,959.9","3,939.0","2,824.4","3,410.0","3,431.0","13,106.4",0.0,0.0,0.0,"6,230.5","6,171.0","1,457.9",0.0,0.0,0.0,20.5,0.0,0.0,"$18,243.87","$2,942.56",$52.13,553.4,503.8,510.3242355,0.002739605,1.6
P003-003013,Terminado,6.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4104_0001
EJE 1-2",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/14/25,1:45:38 PM,695.0,859.0,40.2,50.6,50.8,"3,699.7",27.3,27.4,"2,536.6","5,932.7","5,692.0","4,081.4","4,225.0","4,291.0","16,391.6","4,597.8","4,750.0","1,546.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$28,295.59","$4,353.17",$51.45,660.2,503.8,510.3242355,0.002872166,1.2
P003-003014,Terminado,6.40,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4104_0001
EJE 1-2",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/14/25,2:02:46 PM,684.3,685.0,32.1,49.9,50.0,"3,642.5",27.0,27.0,"2,500.3","5,841.5","5,820.0","4,173.2","4,160.0","4,172.0","15,937.0","4,527.0","4,561.0","1,484.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$27,769.74","$4,339.02",$50.49,651.9,503.8,510.3242355,0.002827979,1.2
P003-003015,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4104_0001
EJE 1-2",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/14/25,2:12:59 PM,692.1,693.0,32.5,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,425.8","5,503.0","3,945.9","3,900.0","3,906.0","14,920.9","4,244.1","4,275.0","1,391.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,051.05","$4,341.84",$47.37,651.0,503.8,510.3242355,0.002651231,1.2
P003-003016,Terminado,6.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F4-M5
VIADUCTO TIJUANA
VIADUCTO 04
TNU4104_0001
EJE 1-2",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/14/25,2:24:33 PM,692.1,693.0,32.5,46.7,46.8,"3,414.0",25.2,25.4,"2,346.3","5,425.8","5,366.0","3,847.6","3,900.0","3,919.0","14,970.6","4,244.1","4,269.0","1,389.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$26,000.52","$4,333.42",$47.27,653.2,503.8,510.3242355,0.002651231,1.2
P003-003018,Terminado,5.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
TNU4123_0001
EJE 4-5",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/14/25,5:14:11 PM,625.1,626.0,29.3,42.9,42.9,"3,128.3",23.2,23.2,"2,147.0","4,983.0","5,080.0","3,642.5","3,575.0","3,579.0","13,671.8","3,890.4","3,947.0","1,284.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$23,903.71","$4,346.13",$43.46,650.7,503.8,510.3242355,0.002430295,1.2
P003-003019,Terminado,5.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
TNU4123_0001
EJE 4-5",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/14/25,5:26:19 PM,625.1,626.0,29.3,42.9,42.9,"3,128.3",23.2,23.2,"2,147.0","4,983.0","4,945.0","3,545.7","3,575.0","3,583.0","13,687.1","3,890.4","3,945.0","1,284.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$23,821.54","$4,331.19",$43.31,651.5,503.8,510.3242355,0.002430295,1.2
P003-003020,Terminado,5.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
TNU4123_0001
EJE 4-5",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/14/25,5:36:02 PM,634.4,635.0,29.7,42.9,42.9,"3,128.3",23.2,23.2,"2,147.0","4,973.7","5,031.0","3,607.4","3,575.0","3,542.0","13,530.4","3,890.4","3,944.0","1,283.8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$23,726.68","$4,313.94",$43.14,644.0,503.8,510.3242355,0.002430295,1.2
P003-003021,Terminado,5.50,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
TNU4123_0001
EJE 4-5",TP0032,CR-10,TOMAS ALBA RIVERA,No Bombeable,7/14/25,5:44:56 PM,634.4,635.0,29.7,42.9,42.9,"3,128.3",23.2,23.2,"2,147.0","4,973.7","5,065.0","3,631.8","3,575.0","3,547.0","13,549.5","3,890.4","3,937.0","1,281.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$23,767.88","$4,321.43",$43.21,644.9,503.8,510.3242355,0.002430295,1.2
P003-003022,Terminado,4.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M3
VIADUCTO TIJUANA
TNU4123_0001
EJE 4-5",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/14/25,5:54:46 PM,496.0,496.0,23.2,33.5,33.6,"2,449.8",18.1,18.2,"1,685.0","3,888.5","3,856.0","2,764.9","2,795.0","2,796.0","10,680.7","3,041.6","3,083.0","1,003.5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$18,607.15","$4,327.24",$33.83,650.2,503.8,510.3242355,0.001900049,1.2
P003-003023,Terminado,5.00,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
PRL300B_0036
PRL300B_0035
PRL322A_0001
PRL322C_0001
PRL323A_0001
PRL323C_0001
PRL324A_0001
Eje 17-18
",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/14/25,8:20:49 PM,551.6,552.0,25.9,41.9,42.0,"3,064.0",19.6,19.6,"1,811.8","4,805.0","4,771.0","3,421.0","2,750.0","2,720.0","10,390.4","2,314.0","2,336.0",760.4,"1,514.3","1,547.0",365.5,0.0,0.0,0.0,0.0,0.0,0.0,"$19,838.93","$3,967.79",$56.68,544.0,503.8,510.3242355,0.002209359,1.6
P003-003024,Terminado,3.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
PRL300B_0036
PRL300B_0035
PRL322A_0001
PRL322C_0001
PRL323A_0001
PRL323C_0001
PRL324A_0001
Eje 17-18
",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/14/25,8:31:24 PM,391.1,384.0,18.0,30.1,30.2,"2,199.8",14.1,14.1,"1,304.5","3,465.7","3,428.0","2,458.0","1,980.0","2,041.0","7,796.6","1,666.1","1,706.0",555.3,"1,090.3","1,093.0",258.2,0.0,0.0,0.0,0.0,0.0,0.0,"$14,590.46","$4,052.90",$41.69,566.9,503.8,510.3242355,0.001590738,1.6
P003-003025,Terminado,0.75,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO ELEVADO MATADERO,VIADUCTO ELEVADO MATADERO,20000095,10000105,L-350-2-1-714-E70-D-2-DIA,350.00,"LPR-04
VIADUCTO MATADERO
PRL300B_0036
PRL300B_0035
PRL322A_0001
PRL322C_0001
PRL323A_0001
PRL323C_0001
PRL324A_0001
Eje 17-18
",TP0031,CR-09,RODIRGO RODRIGUEZ,No Bombeable,7/14/25,9:21:12 PM,80.1,81.0,3.8,6.3,6.4,464.2,2.9,2.9,271.8,723.4,825.0,591.6,412.5,400.0,"1,528.0",347.1,330.0,107.4,227.1,258.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,"$3,027.74","$4,036.98",$8.65,533.3,503.8,510.3242355,0.000331404,1.5
P003-003026,Terminado,6.60,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"NAVE ALAMAR
686MTT011_0022
686MTT011_0023
686MTT011_0024
686MTT011_0025
686MTT012_0009
686MTT013_0024
686MTT016_0027
Lpr-03",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/15/25,5:44:43 AM,"1,265.8","1,266.0",59.3,0.0,0.0,0.0,9.1,9.1,842.5,"4,265.5","4,292.0","3,077.5","3,630.0","3,638.0","13,897.2",0.0,0.0,0.0,"6,632.4","6,567.0","1,551.5",0.0,0.0,0.0,21.8,0.0,0.0,"$19,427.93","$2,943.63",$55.51,551.2,503.8,510.3242355,0.002916354,1.6
P003-003027,Terminado,3.30,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"NAVE ALAMAR
686MTT011_0022
686MTT011_0023
686MTT011_0024
686MTT011_0025
686MTT012_0009
686MTT013_0024
686MTT016_0027
Lpr-03",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/15/25,7:02:55 AM,632.9,633.0,29.6,0.0,0.0,0.0,4.6,4.6,425.8,"2,132.8","2,086.0","1,495.7","1,815.0","1,816.0","6,937.1",0.0,0.0,0.0,"3,316.2","3,284.0",775.8,0.0,0.0,0.0,10.9,0.0,0.0,"$9,664.13","$2,928.52",$27.61,550.3,503.8,510.3242355,0.001458177,1.6
P003-003028,Terminado,6.70,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"NAVE ALAMAR
686MTT011_0022
686MTT011_0023
686MTT011_0024
686MTT011_0025
686MTT012_0009
686MTT013_0024
686MTT016_0027
Lpr-03",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/15/25,11:52:09 AM,"1,285.0","1,286.0",60.2,0.0,0.0,0.0,9.2,9.3,860.6,"4,330.2","4,273.0","3,063.9","3,685.0","3,656.0","13,965.9",0.0,0.0,0.0,"6,732.9","6,666.0","1,574.8",0.0,0.0,0.0,22.1,0.0,0.0,"$19,525.51","$2,914.26",$55.79,545.7,503.8,510.3242355,0.002960541,1.6
P003-003029,Terminado,5.90,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,NAVE ALAMAR,NAVE ALAMAR,20000370,10000422,F-350-2-1-801-18-D-2-100,350.00,"NAVE ALAMAR
686MTT011_0022
686MTT011_0023
686MTT011_0024
686MTT011_0025
686MTT012_0009
686MTT013_0024
686MTT016_0027
Lpr-03",TP0036,CR-14,VICENTE HERNANDEZ,No Bombeable,7/15/25,3:28:08 PM,"1,131.6","1,132.0",53.0,0.0,0.0,0.0,8.1,8.2,761.0,"3,813.1","3,891.0","2,790.0","3,245.0","3,245.0","12,395.9",0.0,0.0,0.0,"5,929.0","5,961.0","1,408.3",0.0,0.0,0.0,19.5,0.0,0.0,"$17,408.16","$2,950.54",$49.74,550.0,503.8,510.3242355,0.002607043,1.6
P003-003030,Terminado,5.36,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
VIADUCTO 04
TNU4124_0001
EJE 4-5",TP0033,CR-11,AMILGAR RODRIGUEZ,No Bombeable,7/15/25,5:23:26 PM,618.2,619.0,29.0,41.7,41.8,"3,049.7",22.6,22.6,"2,092.7","4,847.1","4,929.0","3,534.3","3,484.0","3,445.0","13,159.9","3,791.4","3,853.0","1,254.2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$23,119.71","$4,313.38",$42.04,642.7,503.8,510.3242355,0.002368433,1.2
P003-003031,Terminado,5.36,CP0032,IMPULSORA TLAXCALTECA DE INDUSTRIAS,VIADUCTO TIJUANA- ASIGNACION 2,VIADUCTO,20000123,10000135,U-550-1-1-814-E70-D-2-DIA,550.00,"F3-M4
VIADUCTO TIJUANA
VIADUCTO 04
TNU4124_0001
EJE 4-5",TP0034,CR-12,PEDRO SALAZAR,No Bombeable,7/15/25,5:34:32 PM,618.2,619.0,29.0,41.7,41.8,"3,049.7",22.6,22.6,"2,092.7","4,847.1","4,793.0","3,436.8","3,484.0","3,477.0","13,282.1","3,791.4","3,822.0","1,244.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"$23,134.35","$4,316.11",$42.06,648.7,503.8,510.3242355,0.002368433,1.2
